saqa_id;name;type;field_study;subfield_study
80157;National Diploma: Commercial Practice;National Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
57207;Certificate: Business Computing;National Certificate;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
4019;Diploma in Fine Art;National Diploma;Culture and Arts;Performing Arts
80286;Bachelor of Commerce in Management;National First Degree;Business, Commerce and Management Studies;Generic Management
96934;Master of Commerce in Cost and Management Accounting;Master's Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
72654;National Higher Diploma: Poultry Production Management;National Higher Diploma;Agriculture and Nature Conservation;Primary Agriculture
81026;Bachelor of Arts Honours in English Studies;Honours Degree;Communication Studies and Language;Language
81029;Bachelor of Arts Honours: French Literature;Honours Degree;Communication Studies and Language;Literature
48792;Certificate: Broadcast Engineering;National Certificate;Communication Studies and Language;Communication Studies
105455;Master of Laws in Tax Law;Master's Degree;Law, Military Science and Security;Justice in Society
84426;Master of Science in Psychology;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Life Sciences
72791;Bachelor of Commerce: Education;National First Degree;Education, Training and Development;Schooling
101326;Occupational Certificate: Man-made Fibre Production Machine Operator;Occupational Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
72649;National Higher Diploma: Education: Secondary;National Higher Diploma;Education, Training and Development;Higher Education and Training
81139;Bachelor of Science: Agriculture: Cultivated Pastures;National First Degree(Min 480);Agriculture and Nature Conservation;Primary Agriculture
14349;Master of Environmental Politics and Diplomacy;Master's Degree;Human and Social Studies;Public Policy, Politics and Democratic Citizenship
72799;Master of Arts: Social Work;Master's Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
99406;Bachelor of Engineering Technology in Mechanical Engineering;National First Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
73936;Further National Higher Diploma: Nursing Education: Clinical;Advanced Diploma;Health Sciences and Social Services;Curative Health
109014;Doctor of Pharmacy;Doctoral Degree;Health Sciences and Social Services;Curative Health
4027;Bachelor of Education;Honours Degree;Education, Training and Development;Higher Education and Training
67537;National Certificate: N3 Weaving Preparation: Technical Controller;National N Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
104943;Bachelor of Laws;National First Degree(Min 480);Law, Military Science and Security;Justice in Society
7451;Doctor of Commerce;Doctoral Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
65345;Bachelor of Technology: Information Technology;B Tech;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
86171;Bachelor of Science Honours in Environment and Water Science;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Environmental Sciences
9335;Bachelor of Sport Development;National First Degree;Culture and Arts;Sport
101668;Occupational Certificate: Skid Steer Loader Operator;Occupational Certificate;Manufacturing, Engineering and Technology;Fabrication and Extraction
90555;Higher Certificate: Art and Design;Higher Certificate;Culture and Arts;Design Studies
21043;Certificate: General Administration;National Certificate;Business, Commerce and Management Studies;Office Administration
105710;Postgraduate Diploma in Taxation;Postgraduate Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
101278;Occupational Certificate: Textile Wet Process Dyeing Machine Operator;Occupational Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
84466;Master of Science in Biodiversity and Conservation;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Life Sciences
101121;Bachelor of Commerce in Entrepreneurship;National First Degree;Business, Commerce and Management Studies;Generic Management
74210;Diploma: Specialised Education: Media Centre Science;National Diploma;Communication Studies and Language;Media Studies
99531;Master of Philosophy in Emergency Medicine;Master's Degree;Health Sciences and Social Services;Preventive Health
65049;National Certificate: Jewellery Manufacturing;National Certificate;Manufacturing, Engineering and Technology;Fabrication and Extraction
102020;National Higher Certificate in Financial Information Systems;Higher Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
94222;Occupational Certificate: Organisational Risk Practitioner;Occupational Certificate;Business, Commerce and Management Studies;Generic Management
91999;Master of Arts: Health: Welfare Management;Master's Degree;Health Sciences and Social Services;Preventive Health
15161;Bachelor of Radiography Honours: Radiographic Therapy;Honours Degree;Health Sciences and Social Services;Preventive Health
4919;Bachelor of Administration Honours: Economics;Honours Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
73497;Bachelor of Technology: Nursing: Generic;B Tech;Health Sciences and Social Services;Rehabilitative Health/Services
88763;Bachelor of Arts Honours in Geography and Environmental Studies;Honours Degree;Human and Social Studies;Environmental Relations
6691;Master of Science in Soil Science;Master's Degree;Agriculture and Nature Conservation;Primary Agriculture
61594;National Certificate: Management;National Certificate;Business, Commerce and Management Studies;Generic Management
24380;Master of Science: Agriculture: Agro -forestry;Master's Degree;Agriculture and Nature Conservation;Primary Agriculture
88901;Higher Certificate in Office Administration;Higher Certificate;Business, Commerce and Management Studies;Office Administration
98935;Master of Education in Higher Education Studies;Master's Degree;Education, Training and Development;Higher Education and Training
7085;Bachelor of Commerce in Taxation;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
21035;Certificate: Commerce: Credit Management;National Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
22095;National Certificate: Popular Music: FET Phase;National Certificate;Culture and Arts;Music
7407;Doctor of Philosophy: Virology;Doctoral Degree;Health Sciences and Social Services;Curative Health
94624;Bachelor of Science in Recreation and Leisure Studies;National First Degree(Min 480);Health Sciences and Social Services;Promotive Health and Developmental Services
49095;Doctor of Quantity Surveying;Doctoral Degree;Physical Planning and Construction;Physical Planning, Design and Management
65343;National Diploma: Engineering: Civil;National Diploma;Physical Planning and Construction;Civil Engineering Construction
109864;Bachelor of Science Honours in Zoology;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Environmental Sciences
15607;Master of Veterinary Medicine in Veterinary Ethology;Master's Degree;Health Sciences and Social Services;Curative Health
67418;National Certificate: N2 Spinning Machine Mechanician;National N Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
96506;Postgraduate Diploma in Fine Arts;Postgraduate Diploma;Culture and Arts;Visual Arts
67070;National Certificate: N1 Coal Mining;National N Certificate;Manufacturing, Engineering and Technology;Fabrication and Extraction
93596;Bachelor of Health Sciences in Medical Laboratory Sciences;National First Degree(Min 480);Health Sciences and Social Services;Preventive Health
104538;Master of Business Administration;Master's Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
8555;Bachelor of Administration;National First Degree;Business, Commerce and Management Studies;Office Administration
22854;Bachelor of Commerce in Financial Management;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
